3450.000000 0.014959
3450.790039 0.014228
3451.590088 0.014844
3452.379883 0.017190
3453.179932 0.018954
3453.969971 0.017130
3454.770020 0.015899
3455.570068 0.017320
3456.360107 0.015760
3457.159912 0.013130
3457.949951 0.016083
3458.750000 0.017440
3459.550049 0.016764
3460.340088 0.015534
3461.139893 0.017004
3461.939941 0.017018
3462.729980 0.017071
3463.530029 0.015074
3464.330078 0.014002
3465.129883 0.013974
3465.919922 0.014909
3466.719971 0.017506
3467.520020 0.016034
3468.320068 0.015594
3469.120117 0.015953
3469.919922 0.013554
3470.719971 0.014610
3471.520020 0.014281
3472.310059 0.013512
3473.110107 0.012785
3473.909912 0.015199
3474.709961 0.016719
3475.510010 0.014954
3476.310059 0.016250
3477.120117 0.016377
3477.919922 0.014388
3478.719971 0.014662
3479.520020 0.013674
3480.320068 0.012723
3481.120117 0.014881
3481.919922 0.016648
3482.719971 0.016762
3483.530029 0.016162
3484.330078 0.016565
3485.129883 0.016956
3485.929932 0.015929
3486.739990 0.013860
3487.540039 0.012093
3488.340088 0.013499
3489.149902 0.015011
3489.949951 0.015143
3490.750000 0.017459
3491.560059 0.016942
3492.360107 0.014062
3493.169922 0.013228
3493.969971 0.015134
3494.770020 0.016679
3495.580078 0.016285
3496.379883 0.015274
3497.189941 0.015060
3497.989990 0.016326
3498.800049 0.015825
3499.610107 0.014314
3500.409912 0.014927
3501.219971 0.017572
3502.020020 0.014575
3502.830078 0.012749
3503.639893 0.013588
3504.439941 0.014087
3505.250000 0.015247
3506.060059 0.016205
3506.870117 0.015810
3507.669922 0.015530
3508.479980 0.017174
3509.290039 0.017485
3510.100098 0.014388
3510.909912 0.013360
3511.709961 0.014584
3512.520020 0.014558
3513.330078 0.016122
3514.139893 0.015456
3514.949951 0.014678
3515.760010 0.017631
3516.570068 0.014269
3517.379883 0.011537
3518.189941 0.012498
3519.000000 0.011254
3519.810059 0.012613
3520.620117 0.012250
3521.429932 0.012898
3522.239990 0.015978
3523.050049 0.014880
3523.860107 0.013128
3524.679932 0.013134
3525.489990 0.012993
3526.300049 0.014050
3527.110107 0.014173
3527.919922 0.011708
3528.739990 0.011091
3529.550049 0.009258
3530.360107 0.008424
3531.169922 0.010277
3531.989990 0.012369
3532.800049 0.013010
3533.610107 0.014472
3534.429932 0.013969
3535.239990 0.013234
3536.060059 0.011655
3536.870117 0.012238
3537.679932 0.013074
3538.500000 0.012650
3539.310059 0.013609
3540.129883 0.013012
3540.939941 0.013622
3541.760010 0.011893
