3450.000000 0.021786
3450.790039 0.021907
3451.590088 0.022426
3452.379883 0.023863
3453.179932 0.023449
3453.969971 0.023427
3454.770020 0.022042
3455.570068 0.020744
3456.360107 0.022243
3457.159912 0.024398
3457.949951 0.023996
3458.750000 0.024126
3459.550049 0.025993
3460.340088 0.025087
3461.139893 0.024948
3461.939941 0.025765
3462.729980 0.022096
3463.530029 0.024718
3464.330078 0.024883
3465.129883 0.023637
3465.919922 0.022430
3466.719971 0.021859
3467.520020 0.023454
3468.320068 0.023936
3469.120117 0.023672
3469.919922 0.022392
3470.719971 0.021055
3471.520020 0.021586
3472.310059 0.023610
3473.110107 0.024306
3473.909912 0.024880
3474.709961 0.024568
3475.510010 0.025547
3476.310059 0.026894
3477.120117 0.026604
3477.919922 0.024904
3478.719971 0.022940
3479.520020 0.021598
3480.320068 0.021701
3481.120117 0.022078
3481.919922 0.022021
3482.719971 0.021504
3483.530029 0.022075
3484.330078 0.022681
3485.129883 0.021968
3485.929932 0.023226
3486.739990 0.021848
3487.540039 0.021275
3488.340088 0.020982
3489.149902 0.022414
3489.949951 0.023083
3490.750000 0.022143
3491.560059 0.021916
3492.360107 0.022811
3493.169922 0.022567
3493.969971 0.022616
3494.770020 0.023451
3495.580078 0.021158
3496.379883 0.020949
3497.189941 0.022723
3497.989990 0.022600
3498.800049 0.022526
3499.610107 0.019464
3500.409912 0.016517
3501.219971 0.016887
3502.020020 0.019789
3502.830078 0.020384
3503.639893 0.018323
3504.439941 0.016981
3505.250000 0.019183
3506.060059 0.020050
3506.870117 0.019736
3507.669922 0.017222
3508.479980 0.018407
3509.290039 0.019825
3510.100098 0.019235
3510.909912 0.019072
3511.709961 0.018908
3512.520020 0.019764
3513.330078 0.020506
3514.139893 0.020503
3514.949951 0.020083
3515.760010 0.020112
3516.570068 0.018113
3517.379883 0.016284
3518.189941 0.016233
3519.000000 0.013828
3519.810059 0.014688
3520.620117 0.016047
3521.429932 0.016750
3522.239990 0.016481
3523.050049 0.016334
